sequence_file,lineage,confidence,classification_notes,cell,reads,correct
intermediates/subsamples/plate0-C8.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-C8,250000,0
intermediates/subsamples/plate0-C8.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-C8,500000,0
intermediates/subsamples/plate0-C8.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-C8,1000000,0
intermediates/subsamples/plate0-C8.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-C8,2500000,0
intermediates/subsamples/plate0-C8.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-C8,5000000,0
intermediates/subsamples/plate0-C9.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-C9,100000,0
intermediates/subsamples/plate0-C9.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-C9,250000,0
intermediates/subsamples/plate0-C9.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-C9,500000,0
intermediates/subsamples/plate0-C9.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-C9,1000000,0
intermediates/subsamples/plate0-C9.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-C9,2500000,0
intermediates/subsamples/plate0-C9.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-C9,5000000,0
intermediates/subsamples/plate0-D11.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D11,100000,0
intermediates/subsamples/plate0-D11.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D11,250000,0
intermediates/subsamples/plate0-D11.500000.0.bam,UNDEFINED,0.658643269546582,Usher placements: T12(58/68) UNDEFINED(10/68),plate0-D11,500000,0
intermediates/subsamples/plate0-D11.1000000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-D11,1000000,1
intermediates/subsamples/plate0-D11.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-D11,2500000,1
intermediates/subsamples/plate0-D11.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-D11,5000000,1
intermediates/subsamples/plate0-D1.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D1,100000,0
intermediates/subsamples/plate0-D1.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D1,250000,0
intermediates/subsamples/plate0-D1.500000.0.bam,T12,1.0,Usher placements: T12(57/57),plate0-D1,500000,1
intermediates/subsamples/plate0-D1.1000000.0.bam,T12,1.0,Usher placements: T12(57/57),plate0-D1,1000000,1
intermediates/subsamples/plate0-D1.2500000.0.bam,T12,1.0,Usher placements: T12(57/57),plate0-D1,2500000,1
intermediates/subsamples/plate0-D1.5000000.0.bam,T12,1.0,Usher placements: T12(57/57),plate0-D1,5000000,1
intermediates/subsamples/plate0-D2.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D2,100000,0
intermediates/subsamples/plate0-D2.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D2,250000,0
intermediates/subsamples/plate0-D2.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D2,500000,0
intermediates/subsamples/plate0-D2.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D2,1000000,0
intermediates/subsamples/plate0-D2.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D2,2500000,0
intermediates/subsamples/plate0-D2.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D2,5000000,0
intermediates/subsamples/plate0-D3.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D3,100000,0
intermediates/subsamples/plate0-D3.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D3,250000,0
intermediates/subsamples/plate0-D3.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D3,500000,0
intermediates/subsamples/plate0-D3.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D3,1000000,0
intermediates/subsamples/plate0-D3.2500000.0.bam,T12,1.0,Usher placements: T12(44/44),plate0-D3,2500000,1
intermediates/subsamples/plate0-D3.5000000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-D3,5000000,1
intermediates/subsamples/plate0-D4.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D4,100000,0
intermediates/subsamples/plate0-D4.250000.0.bam,T12,1.0,Usher placements: T12(41/41),plate0-D4,250000,1
intermediates/subsamples/plate0-D4.500000.0.bam,T12,1.0,Usher placements: T12(42/42),plate0-D4,500000,1
intermediates/subsamples/plate0-D4.1000000.0.bam,T12,1.0,Usher placements: T12(28/28),plate0-D4,1000000,1
intermediates/subsamples/plate0-D4.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-D4,2500000,1
intermediates/subsamples/plate0-D4.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate0-D4,5000000,1
intermediates/subsamples/plate0-D5.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D5,100000,0
intermediates/subsamples/plate0-D5.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D5,250000,0
intermediates/subsamples/plate0-D5.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D5,500000,0
intermediates/subsamples/plate0-D5.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D5,1000000,0
intermediates/subsamples/plate0-D5.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D5,2500000,0
intermediates/subsamples/plate0-D5.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D5,5000000,0
intermediates/subsamples/plate0-D6.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D6,100000,0
intermediates/subsamples/plate0-D6.250000.0.bam,T12,1.0,Usher placements: T12(37/37),plate0-D6,250000,1
intermediates/subsamples/plate0-D6.500000.0.bam,T12,1.0,Usher placements: T12(24/24),plate0-D6,500000,1
intermediates/subsamples/plate0-D6.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-D6,1000000,1
intermediates/subsamples/plate0-D6.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-D6,2500000,1
intermediates/subsamples/plate0-D6.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-D6,5000000,1
intermediates/subsamples/plate0-D7.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D7,100000,0
intermediates/subsamples/plate0-D7.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D7,250000,0
intermediates/subsamples/plate0-D7.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D7,500000,0
intermediates/subsamples/plate0-D7.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D7,1000000,0
intermediates/subsamples/plate0-D7.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D7,2500000,0
intermediates/subsamples/plate0-D7.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D7,5000000,0
intermediates/subsamples/plate0-D8.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D8,100000,0
intermediates/subsamples/plate0-D8.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D8,250000,0
intermediates/subsamples/plate0-D8.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D8,500000,0
intermediates/subsamples/plate0-D8.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D8,1000000,0
intermediates/subsamples/plate0-D8.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D8,2500000,0
intermediates/subsamples/plate0-D8.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D8,5000000,0
intermediates/subsamples/plate0-D9.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-D9,100000,0
intermediates/subsamples/plate0-D9.250000.0.bam,T12,1.0,Usher placements: T12(43/43),plate0-D9,250000,1
intermediates/subsamples/plate0-D9.500000.0.bam,T12,1.0,Usher placements: T12(26/26),plate0-D9,500000,1
intermediates/subsamples/plate0-D9.1000000.0.bam,T12,1.0,Usher placements: T12(26/26),plate0-D9,1000000,1
intermediates/subsamples/plate0-D9.2500000.0.bam,T12,1.0,Usher placements: T12(26/26),plate0-D9,2500000,1
intermediates/subsamples/plate0-D9.5000000.0.bam,T12,1.0,Usher placements: T12(26/26),plate0-D9,5000000,1
intermediates/subsamples/plate0-E10.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E10,100000,0
intermediates/subsamples/plate0-E10.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E10,250000,0
intermediates/subsamples/plate0-E10.500000.0.bam,T12,1.0,Usher placements: T12(31/31),plate0-E10,500000,1
intermediates/subsamples/plate0-E10.1000000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-E10,1000000,1
intermediates/subsamples/plate0-E10.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-E10,2500000,1
intermediates/subsamples/plate0-E10.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-E10,5000000,1
intermediates/subsamples/plate0-E11.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E11,100000,0
intermediates/subsamples/plate0-E11.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E11,250000,0
intermediates/subsamples/plate0-E11.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E11,500000,0
intermediates/subsamples/plate0-E11.1000000.0.bam,UNDEFINED,0.5771231049827352,Usher placements: T12(51/67) UNDEFINED(16/67),plate0-E11,1000000,0
intermediates/subsamples/plate0-E11.2500000.0.bam,T12,1.0,Usher placements: T12(27/27),plate0-E11,2500000,1
intermediates/subsamples/plate0-E11.5000000.0.bam,T12,1.0,Usher placements: T12(26/26),plate0-E11,5000000,1
intermediates/subsamples/plate0-E12.100000.0.bam,T12,1.0,Usher placements: T12(31/31),plate0-E12,100000,1
intermediates/subsamples/plate0-E12.250000.0.bam,T12,1.0,Usher placements: T12(6/6),plate0-E12,250000,1
intermediates/subsamples/plate0-E12.500000.0.bam,T12,1.0,Usher placements: T12(5/5),plate0-E12,500000,1
intermediates/subsamples/plate0-E12.1000000.0.bam,T12,1.0,Usher placements: T12(5/5),plate0-E12,1000000,1
intermediates/subsamples/plate0-E12.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-E12,2500000,1
intermediates/subsamples/plate0-E12.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-E12,5000000,1
intermediates/subsamples/plate0-E1.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E1,100000,0
intermediates/subsamples/plate0-E1.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E1,250000,0
intermediates/subsamples/plate0-E1.500000.0.bam,T12,1.0,Usher placements: T12(52/52),plate0-E1,500000,1
intermediates/subsamples/plate0-E1.1000000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-E1,1000000,1
intermediates/subsamples/plate0-E1.2500000.0.bam,T12,1.0,Usher placements: T12(5/5),plate0-E1,2500000,1
intermediates/subsamples/plate0-E1.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-E1,5000000,1
intermediates/subsamples/plate0-E2.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E2,100000,0
intermediates/subsamples/plate0-E2.250000.0.bam,T12,1.0,Usher placements: T12(36/36),plate0-E2,250000,1
intermediates/subsamples/plate0-E2.500000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-E2,500000,1
intermediates/subsamples/plate0-E2.1000000.0.bam,T12,1.0,Usher placements: T12(6/6),plate0-E2,1000000,1
intermediates/subsamples/plate0-E2.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-E2,2500000,1
intermediates/subsamples/plate0-E2.5000000.0.bam,T12,1.0,Usher placements: T12(5/5),plate0-E2,5000000,1
intermediates/subsamples/plate0-E3.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E3,100000,0
intermediates/subsamples/plate0-E3.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E3,250000,0
intermediates/subsamples/plate0-E3.500000.0.bam,T12,1.0,Usher placements: T12(36/36),plate0-E3,500000,1
intermediates/subsamples/plate0-E3.1000000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-E3,1000000,1
intermediates/subsamples/plate0-E3.2500000.0.bam,T12,1.0,Usher placements: T12(5/5),plate0-E3,2500000,1
intermediates/subsamples/plate0-E3.5000000.0.bam,T12,1.0,Usher placements: T12(5/5),plate0-E3,5000000,1
intermediates/subsamples/plate0-E4.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E4,100000,0
intermediates/subsamples/plate0-E4.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E4,250000,0
intermediates/subsamples/plate0-E4.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E4,500000,0
intermediates/subsamples/plate0-E4.1000000.0.bam,UNDEFINED,0.5719292240479291,Usher placements: T12(58/77) UNDEFINED(19/77),plate0-E4,1000000,0
intermediates/subsamples/plate0-E4.2500000.0.bam,T12,1.0,Usher placements: T12(39/39),plate0-E4,2500000,1
intermediates/subsamples/plate0-E4.5000000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-E4,5000000,1
intermediates/subsamples/plate0-E5.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E5,100000,0
intermediates/subsamples/plate0-E5.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E5,250000,0
intermediates/subsamples/plate0-E5.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E5,500000,0
intermediates/subsamples/plate0-E5.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E5,1000000,0
intermediates/subsamples/plate0-E5.2500000.0.bam,T12,1.0,Usher placements: T12(42/42),plate0-E5,2500000,1
intermediates/subsamples/plate0-E5.5000000.0.bam,T12,1.0,Usher placements: T12(30/30),plate0-E5,5000000,1
intermediates/subsamples/plate0-E6.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E6,100000,0
intermediates/subsamples/plate0-E6.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E6,250000,0
intermediates/subsamples/plate0-E6.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E6,500000,0
intermediates/subsamples/plate0-E6.1000000.0.bam,T12,1.0,Usher placements: T12(38/38),plate0-E6,1000000,1
intermediates/subsamples/plate0-E6.2500000.0.bam,T12,1.0,Usher placements: T12(6/6),plate0-E6,2500000,1
intermediates/subsamples/plate0-E6.5000000.0.bam,T12,1.0,Usher placements: T12(6/6),plate0-E6,5000000,1
intermediates/subsamples/plate0-E7.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E7,100000,0
intermediates/subsamples/plate0-E7.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E7,250000,0
intermediates/subsamples/plate0-E7.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E7,500000,0
intermediates/subsamples/plate0-E7.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E7,1000000,0
intermediates/subsamples/plate0-E7.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E7,2500000,0
intermediates/subsamples/plate0-E7.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E7,5000000,0
intermediates/subsamples/plate0-E8.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E8,100000,0
intermediates/subsamples/plate0-E8.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E8,250000,0
intermediates/subsamples/plate0-E8.500000.0.bam,UNDEFINED,0.5932869723455235,Usher placements: T12(58/74) UNDEFINED(16/74),plate0-E8,500000,0
intermediates/subsamples/plate0-E8.1000000.0.bam,T12,1.0,Usher placements: T12(29/29),plate0-E8,1000000,1
intermediates/subsamples/plate0-E8.2500000.0.bam,T12,1.0,Usher placements: T12(23/23),plate0-E8,2500000,1
intermediates/subsamples/plate0-E8.5000000.0.bam,T12,1.0,Usher placements: T12(5/5),plate0-E8,5000000,1
intermediates/subsamples/plate0-E9.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E9,100000,0
intermediates/subsamples/plate0-E9.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E9,250000,0
intermediates/subsamples/plate0-E9.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-E9,500000,0
intermediates/subsamples/plate0-E9.1000000.0.bam,UNDEFINED,0.5064690817024926,Usher placements: T12(58/100) UNDEFINED(42/100),plate0-E9,1000000,0
intermediates/subsamples/plate0-E9.2500000.0.bam,T12,1.0,Usher placements: T12(37/37),plate0-E9,2500000,1
intermediates/subsamples/plate0-E9.5000000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-E9,5000000,1
intermediates/subsamples/plate0-F10.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F10,100000,0
intermediates/subsamples/plate0-F10.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F10,250000,0
intermediates/subsamples/plate0-F10.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F10,500000,0
intermediates/subsamples/plate0-F10.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F10,1000000,0
intermediates/subsamples/plate0-F10.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F10,2500000,0
intermediates/subsamples/plate0-F10.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F10,5000000,0
intermediates/subsamples/plate0-F11.100000.0.bam,T12,1.0,Usher placements: T12(42/42),plate0-F11,100000,1
intermediates/subsamples/plate0-F11.250000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-F11,250000,1
intermediates/subsamples/plate0-F11.500000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-F11,500000,1
intermediates/subsamples/plate0-F11.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F11,1000000,1
intermediates/subsamples/plate0-F11.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F11,2500000,1
intermediates/subsamples/plate0-F11.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F11,5000000,1
intermediates/subsamples/plate0-F12.100000.0.bam,T12,1.0,Usher placements: T12(42/42),plate0-F12,100000,1
intermediates/subsamples/plate0-F12.250000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-F12,250000,1
intermediates/subsamples/plate0-F12.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-F12,500000,1
intermediates/subsamples/plate0-F12.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-F12,1000000,1
intermediates/subsamples/plate0-F12.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F12,2500000,1
intermediates/subsamples/plate0-F12.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F12,5000000,1
intermediates/subsamples/plate0-F1.100000.0.bam,T12,0.6919117691320793,Usher placements: T12(51/58) UNDEFINED(7/58),plate0-F1,100000,1
intermediates/subsamples/plate0-F1.250000.0.bam,T12,1.0,Usher placements: T12(19/19),plate0-F1,250000,1
intermediates/subsamples/plate0-F1.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-F1,500000,1
intermediates/subsamples/plate0-F1.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F1,1000000,1
intermediates/subsamples/plate0-F1.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F1,2500000,1
intermediates/subsamples/plate0-F1.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F1,5000000,1
intermediates/subsamples/plate0-F2.100000.0.bam,T12,1.0,Usher placements: T12(41/41),plate0-F2,100000,1
intermediates/subsamples/plate0-F2.250000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-F2,250000,1
intermediates/subsamples/plate0-F2.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-F2,500000,1
intermediates/subsamples/plate0-F2.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F2,1000000,1
intermediates/subsamples/plate0-F2.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F2,2500000,1
intermediates/subsamples/plate0-F2.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F2,5000000,1
intermediates/subsamples/plate0-F3.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F3,100000,0
intermediates/subsamples/plate0-F3.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F3,250000,0
intermediates/subsamples/plate0-F3.500000.0.bam,UNDEFINED,0.7105875024329669,Usher placements: T12(58/65) UNDEFINED(7/65),plate0-F3,500000,0
intermediates/subsamples/plate0-F3.1000000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-F3,1000000,1
intermediates/subsamples/plate0-F3.2500000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-F3,2500000,1
intermediates/subsamples/plate0-F3.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-F3,5000000,1
intermediates/subsamples/plate0-F4.100000.0.bam,T12,1.0,Usher placements: T12(42/42),plate0-F4,100000,1
intermediates/subsamples/plate0-F4.250000.0.bam,T12,1.0,Usher placements: T12(6/6),plate0-F4,250000,1
intermediates/subsamples/plate0-F4.500000.0.bam,T12,1.0,Usher placements: T12(5/5),plate0-F4,500000,1
intermediates/subsamples/plate0-F4.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F4,1000000,1
intermediates/subsamples/plate0-F4.2500000.0.bam,T12,1.0,Usher placements: T12(3/3),plate0-F4,2500000,1
intermediates/subsamples/plate0-F4.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate0-F4,5000000,1
intermediates/subsamples/plate0-F5.100000.0.bam,T12,1.0,Usher placements: T12(40/40),plate0-F5,100000,1
intermediates/subsamples/plate0-F5.250000.0.bam,T12,1.0,Usher placements: T12(28/28),plate0-F5,250000,1
intermediates/subsamples/plate0-F5.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-F5,500000,1
intermediates/subsamples/plate0-F5.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-F5,1000000,1
intermediates/subsamples/plate0-F5.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F5,2500000,1
intermediates/subsamples/plate0-F5.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F5,5000000,1
intermediates/subsamples/plate0-F6.100000.0.bam,UNDEFINED,0.658643269546582,Usher placements: T12(58/68) UNDEFINED(10/68),plate0-F6,100000,0
intermediates/subsamples/plate0-F6.250000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-F6,250000,1
intermediates/subsamples/plate0-F6.500000.0.bam,T12,1.0,Usher placements: T12(3/3),plate0-F6,500000,1
intermediates/subsamples/plate0-F6.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F6,1000000,1
intermediates/subsamples/plate0-F6.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F6,2500000,1
intermediates/subsamples/plate0-F6.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F6,5000000,1
intermediates/subsamples/plate0-F7.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F7,100000,0
intermediates/subsamples/plate0-F7.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F7,250000,0
intermediates/subsamples/plate0-F7.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F7,500000,0
intermediates/subsamples/plate0-F7.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F7,1000000,0
intermediates/subsamples/plate0-F7.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F7,2500000,0
intermediates/subsamples/plate0-F7.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F7,5000000,0
intermediates/subsamples/plate0-F8.100000.0.bam,UNDEFINED,0.5855421195842971,Usher placements: T12(58/75) UNDEFINED(17/75),plate0-F8,100000,0
