sequence_file,lineage,confidence,classification_notes,cell,reads,correct
intermediates/subsamples/plate1-B10.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B10,2500000,0
intermediates/subsamples/plate1-B10.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B10,5000000,0
intermediates/subsamples/plate1-B11.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B11,100000,0
intermediates/subsamples/plate1-B11.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B11,250000,0
intermediates/subsamples/plate1-B11.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B11,500000,0
intermediates/subsamples/plate1-B11.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B11,1000000,0
intermediates/subsamples/plate1-B11.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B11,2500000,0
intermediates/subsamples/plate1-B11.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B11,5000000,0
intermediates/subsamples/plate1-B12.100000.0.bam,T12,1.0,Usher placements: T12(40/40),plate1-B12,100000,1
intermediates/subsamples/plate1-B12.250000.0.bam,T12,1.0,Usher placements: T12(10/10),plate1-B12,250000,1
intermediates/subsamples/plate1-B12.500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B12,500000,1
intermediates/subsamples/plate1-B12.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B12,1000000,1
intermediates/subsamples/plate1-B12.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B12,2500000,1
intermediates/subsamples/plate1-B12.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B12,5000000,1
intermediates/subsamples/plate1-B1.100000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-B1,100000,1
intermediates/subsamples/plate1-B1.250000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-B1,250000,1
intermediates/subsamples/plate1-B1.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B1,500000,1
intermediates/subsamples/plate1-B1.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B1,1000000,1
intermediates/subsamples/plate1-B1.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B1,2500000,1
intermediates/subsamples/plate1-B1.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B1,5000000,1
intermediates/subsamples/plate1-B2.100000.0.bam,T12,1.0,Usher placements: T12(37/37),plate1-B2,100000,1
intermediates/subsamples/plate1-B2.250000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B2,250000,1
intermediates/subsamples/plate1-B2.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B2,500000,1
intermediates/subsamples/plate1-B2.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B2,1000000,1
intermediates/subsamples/plate1-B2.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B2,2500000,1
intermediates/subsamples/plate1-B2.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B2,5000000,1
intermediates/subsamples/plate1-B3.100000.0.bam,T12,1.0,Usher placements: T12(26/26),plate1-B3,100000,1
intermediates/subsamples/plate1-B3.250000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-B3,250000,1
intermediates/subsamples/plate1-B3.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B3,500000,1
intermediates/subsamples/plate1-B3.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B3,1000000,1
intermediates/subsamples/plate1-B3.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B3,2500000,1
intermediates/subsamples/plate1-B3.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B3,5000000,1
intermediates/subsamples/plate1-B4.100000.0.bam,T12,1.0,Usher placements: T12(28/28),plate1-B4,100000,1
intermediates/subsamples/plate1-B4.250000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B4,250000,1
intermediates/subsamples/plate1-B4.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B4,500000,1
intermediates/subsamples/plate1-B4.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B4,1000000,1
intermediates/subsamples/plate1-B4.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B4,2500000,1
intermediates/subsamples/plate1-B4.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B4,5000000,1
intermediates/subsamples/plate1-B5.100000.0.bam,T12,1.0,Usher placements: T12(7/7),plate1-B5,100000,1
intermediates/subsamples/plate1-B5.250000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-B5,250000,1
intermediates/subsamples/plate1-B5.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B5,500000,1
intermediates/subsamples/plate1-B5.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B5,1000000,1
intermediates/subsamples/plate1-B5.2500000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-B5,2500000,1
intermediates/subsamples/plate1-B5.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-B5,5000000,1
intermediates/subsamples/plate1-B6.100000.0.bam,T12,1.0,Usher placements: T12(43/43),plate1-B6,100000,1
intermediates/subsamples/plate1-B6.250000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-B6,250000,1
intermediates/subsamples/plate1-B6.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B6,500000,1
intermediates/subsamples/plate1-B6.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B6,1000000,1
intermediates/subsamples/plate1-B6.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B6,2500000,1
intermediates/subsamples/plate1-B6.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-B6,5000000,1
intermediates/subsamples/plate1-B7.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B7,100000,0
intermediates/subsamples/plate1-B7.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B7,250000,0
intermediates/subsamples/plate1-B7.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B7,500000,0
intermediates/subsamples/plate1-B7.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B7,1000000,0
intermediates/subsamples/plate1-B7.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B7,2500000,0
intermediates/subsamples/plate1-B7.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B7,5000000,0
intermediates/subsamples/plate1-B8.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B8,100000,0
intermediates/subsamples/plate1-B8.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B8,250000,0
intermediates/subsamples/plate1-B8.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B8,500000,0
intermediates/subsamples/plate1-B8.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B8,1000000,0
intermediates/subsamples/plate1-B8.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B8,2500000,0
intermediates/subsamples/plate1-B8.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B8,5000000,0
intermediates/subsamples/plate1-B9.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B9,100000,0
intermediates/subsamples/plate1-B9.250000.0.bam,UNDEFINED,0.5110509344571617,Usher placements: T12(58/96) UNDEFINED(38/96),plate1-B9,250000,0
intermediates/subsamples/plate1-B9.500000.0.bam,UNDEFINED,0.5767019709942703,Usher placements: T12(54/71) UNDEFINED(17/71),plate1-B9,500000,0
intermediates/subsamples/plate1-B9.1000000.0.bam,T12,1.0,Usher placements: T12(26/26),plate1-B9,1000000,1
intermediates/subsamples/plate1-B9.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B9,2500000,1
intermediates/subsamples/plate1-B9.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-B9,5000000,1
intermediates/subsamples/plate1-C10.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C10,100000,0
intermediates/subsamples/plate1-C10.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C10,250000,0
intermediates/subsamples/plate1-C10.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C10,500000,0
intermediates/subsamples/plate1-C10.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C10,1000000,0
intermediates/subsamples/plate1-C10.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C10,2500000,0
intermediates/subsamples/plate1-C10.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C10,5000000,0
intermediates/subsamples/plate1-C12.100000.0.bam,T12,1.0,Usher placements: T12(37/37),plate1-C12,100000,1
intermediates/subsamples/plate1-C12.250000.0.bam,T12,1.0,Usher placements: T12(6/6),plate1-C12,250000,1
intermediates/subsamples/plate1-C12.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-C12,500000,1
intermediates/subsamples/plate1-C12.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-C12,1000000,1
intermediates/subsamples/plate1-C12.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-C12,2500000,1
intermediates/subsamples/plate1-C12.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C12,5000000,1
intermediates/subsamples/plate1-C1.100000.0.bam,T12,1.0,Usher placements: T12(41/41),plate1-C1,100000,1
intermediates/subsamples/plate1-C1.250000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-C1,250000,1
intermediates/subsamples/plate1-C1.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-C1,500000,1
intermediates/subsamples/plate1-C1.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-C1,1000000,1
intermediates/subsamples/plate1-C1.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C1,2500000,1
intermediates/subsamples/plate1-C1.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C1,5000000,1
intermediates/subsamples/plate1-C2.100000.0.bam,T12,1.0,Usher placements: T12(41/41),plate1-C2,100000,1
intermediates/subsamples/plate1-C2.250000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-C2,250000,1
intermediates/subsamples/plate1-C2.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-C2,500000,1
intermediates/subsamples/plate1-C2.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C2,1000000,1
intermediates/subsamples/plate1-C2.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C2,2500000,1
intermediates/subsamples/plate1-C2.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C2,5000000,1
intermediates/subsamples/plate1-C3.100000.0.bam,T12,1.0,Usher placements: T12(41/41),plate1-C3,100000,1
intermediates/subsamples/plate1-C3.250000.0.bam,T12,1.0,Usher placements: T12(19/19),plate1-C3,250000,1
intermediates/subsamples/plate1-C3.500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C3,500000,1
intermediates/subsamples/plate1-C3.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C3,1000000,1
intermediates/subsamples/plate1-C3.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C3,2500000,1
intermediates/subsamples/plate1-C3.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-C3,5000000,1
intermediates/subsamples/plate1-C4.100000.0.bam,T12,1.0,Usher placements: T12(36/36),plate1-C4,100000,1
intermediates/subsamples/plate1-C4.250000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-C4,250000,1
intermediates/subsamples/plate1-C4.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-C4,500000,1
intermediates/subsamples/plate1-C4.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C4,1000000,1
intermediates/subsamples/plate1-C4.2500000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-C4,2500000,1
intermediates/subsamples/plate1-C4.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-C4,5000000,1
intermediates/subsamples/plate1-C5.100000.0.bam,T12,1.0,Usher placements: T12(40/40),plate1-C5,100000,1
intermediates/subsamples/plate1-C5.250000.0.bam,T12,1.0,Usher placements: T12(10/10),plate1-C5,250000,1
intermediates/subsamples/plate1-C5.500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C5,500000,1
intermediates/subsamples/plate1-C5.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C5,1000000,1
intermediates/subsamples/plate1-C5.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C5,2500000,1
intermediates/subsamples/plate1-C5.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C5,5000000,1
intermediates/subsamples/plate1-C6.100000.0.bam,T12,1.0,Usher placements: T12(39/39),plate1-C6,100000,1
intermediates/subsamples/plate1-C6.250000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-C6,250000,1
intermediates/subsamples/plate1-C6.500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C6,500000,1
intermediates/subsamples/plate1-C6.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C6,1000000,1
intermediates/subsamples/plate1-C6.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-C6,2500000,1
intermediates/subsamples/plate1-C6.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-C6,5000000,1
intermediates/subsamples/plate1-C7.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C7,100000,0
intermediates/subsamples/plate1-C7.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C7,250000,0
intermediates/subsamples/plate1-C7.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C7,500000,0
intermediates/subsamples/plate1-C7.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C7,1000000,0
intermediates/subsamples/plate1-C7.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C7,2500000,0
intermediates/subsamples/plate1-C7.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C7,5000000,0
intermediates/subsamples/plate1-C9.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C9,100000,0
intermediates/subsamples/plate1-C9.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C9,250000,0
intermediates/subsamples/plate1-C9.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C9,500000,0
intermediates/subsamples/plate1-C9.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-C9,1000000,0
intermediates/subsamples/plate1-C9.2500000.0.bam,T12,1.0,Usher placements: T12(30/30),plate1-C9,2500000,1
intermediates/subsamples/plate1-C9.5000000.0.bam,T12,1.0,Usher placements: T12(28/28),plate1-C9,5000000,1
intermediates/subsamples/plate1-D10.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D10,100000,0
intermediates/subsamples/plate1-D10.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D10,250000,0
intermediates/subsamples/plate1-D10.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D10,500000,0
intermediates/subsamples/plate1-D10.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D10,1000000,0
intermediates/subsamples/plate1-D10.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D10,2500000,0
intermediates/subsamples/plate1-D10.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D10,5000000,0
intermediates/subsamples/plate1-D11.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D11,100000,0
intermediates/subsamples/plate1-D11.250000.0.bam,UNDEFINED,0.5659392327257149,Usher placements: T12(58/78) UNDEFINED(20/78),plate1-D11,250000,0
intermediates/subsamples/plate1-D11.500000.0.bam,UNDEFINED,0.5659392327257149,Usher placements: T12(58/78) UNDEFINED(20/78),plate1-D11,500000,0
intermediates/subsamples/plate1-D11.1000000.0.bam,UNDEFINED,0.5659392327257149,Usher placements: T12(58/78) UNDEFINED(20/78),plate1-D11,1000000,0
intermediates/subsamples/plate1-D11.2500000.0.bam,UNDEFINED,0.5659392327257149,Usher placements: T12(58/78) UNDEFINED(20/78),plate1-D11,2500000,0
intermediates/subsamples/plate1-D11.5000000.0.bam,UNDEFINED,0.5659392327257149,Usher placements: T12(58/78) UNDEFINED(20/78),plate1-D11,5000000,0
intermediates/subsamples/plate1-D12.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D12,100000,0
intermediates/subsamples/plate1-D12.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D12,250000,0
intermediates/subsamples/plate1-D12.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D12,500000,0
intermediates/subsamples/plate1-D12.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D12,1000000,0
intermediates/subsamples/plate1-D12.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D12,2500000,0
intermediates/subsamples/plate1-D12.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D12,5000000,0
intermediates/subsamples/plate1-D1.100000.0.bam,T12,1.0,Usher placements: T12(7/7),plate1-D1,100000,1
intermediates/subsamples/plate1-D1.250000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-D1,250000,1
intermediates/subsamples/plate1-D1.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-D1,500000,1
intermediates/subsamples/plate1-D1.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-D1,1000000,1
intermediates/subsamples/plate1-D1.2500000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-D1,2500000,1
intermediates/subsamples/plate1-D1.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-D1,5000000,1
intermediates/subsamples/plate1-D2.100000.0.bam,T12,1.0,Usher placements: T12(43/43),plate1-D2,100000,1
intermediates/subsamples/plate1-D2.250000.0.bam,T12,1.0,Usher placements: T12(29/29),plate1-D2,250000,1
intermediates/subsamples/plate1-D2.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-D2,500000,1
intermediates/subsamples/plate1-D2.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-D2,1000000,1
intermediates/subsamples/plate1-D2.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-D2,2500000,1
intermediates/subsamples/plate1-D2.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-D2,5000000,1
intermediates/subsamples/plate1-D3.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D3,100000,0
intermediates/subsamples/plate1-D3.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D3,250000,0
intermediates/subsamples/plate1-D3.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D3,500000,0
intermediates/subsamples/plate1-D3.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D3,1000000,0
intermediates/subsamples/plate1-D3.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D3,2500000,0
intermediates/subsamples/plate1-D3.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D3,5000000,0
intermediates/subsamples/plate1-D4.100000.0.bam,T12,1.0,Usher placements: T12(42/42),plate1-D4,100000,1
intermediates/subsamples/plate1-D4.250000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-D4,250000,1
intermediates/subsamples/plate1-D4.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-D4,500000,1
intermediates/subsamples/plate1-D4.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-D4,1000000,1
intermediates/subsamples/plate1-D4.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-D4,2500000,1
intermediates/subsamples/plate1-D4.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-D4,5000000,1
intermediates/subsamples/plate1-D5.100000.0.bam,T12,1.0,Usher placements: T12(36/36),plate1-D5,100000,1
intermediates/subsamples/plate1-D5.250000.0.bam,T12,1.0,Usher placements: T12(7/7),plate1-D5,250000,1
intermediates/subsamples/plate1-D5.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-D5,500000,1
intermediates/subsamples/plate1-D5.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-D5,1000000,1
intermediates/subsamples/plate1-D5.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-D5,2500000,1
intermediates/subsamples/plate1-D5.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-D5,5000000,1
intermediates/subsamples/plate1-D6.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D6,100000,0
intermediates/subsamples/plate1-D6.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D6,250000,0
intermediates/subsamples/plate1-D6.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D6,500000,0
intermediates/subsamples/plate1-D6.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D6,1000000,0
intermediates/subsamples/plate1-D6.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D6,2500000,0
intermediates/subsamples/plate1-D6.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D6,5000000,0
intermediates/subsamples/plate1-D8.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D8,100000,0
intermediates/subsamples/plate1-D8.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D8,250000,0
intermediates/subsamples/plate1-D8.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D8,500000,0
intermediates/subsamples/plate1-D8.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D8,1000000,0
intermediates/subsamples/plate1-D8.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D8,2500000,0
intermediates/subsamples/plate1-D8.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D8,5000000,0
intermediates/subsamples/plate1-D9.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D9,100000,0
intermediates/subsamples/plate1-D9.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D9,250000,0
intermediates/subsamples/plate1-D9.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D9,500000,0
intermediates/subsamples/plate1-D9.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D9,1000000,0
intermediates/subsamples/plate1-D9.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D9,2500000,0
intermediates/subsamples/plate1-D9.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-D9,5000000,0
intermediates/subsamples/plate1-E10.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E10,100000,0
intermediates/subsamples/plate1-E10.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E10,250000,0
intermediates/subsamples/plate1-E10.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E10,500000,0
intermediates/subsamples/plate1-E10.1000000.0.bam,UNDEFINED,0.5047470198638355,Usher placements: T12(58/102) UNDEFINED(44/102),plate1-E10,1000000,0
intermediates/subsamples/plate1-E10.2500000.0.bam,T12,1.0,Usher placements: T12(42/42),plate1-E10,2500000,1
intermediates/subsamples/plate1-E10.5000000.0.bam,T12,1.0,Usher placements: T12(7/7),plate1-E10,5000000,1
intermediates/subsamples/plate1-E11.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E11,100000,0
intermediates/subsamples/plate1-E11.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E11,250000,0
intermediates/subsamples/plate1-E11.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E11,500000,0
intermediates/subsamples/plate1-E11.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E11,1000000,0
intermediates/subsamples/plate1-E11.2500000.0.bam,T12,1.0,Usher placements: T12(42/42),plate1-E11,2500000,1
intermediates/subsamples/plate1-E11.5000000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-E11,5000000,1
intermediates/subsamples/plate1-E12.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-E12,100000,0
