Plate Name,Well Label,Sample Name,Peak Count,Total Conc. (ng/ul),Analysis Error,Region[75-1000] Size [BP],Region[75-1000] Conc. (ng/ul),Region[75-1000] Molarity (nmol/l)
HTS_215730_Plate_3_2026-03-03_10-45-35,A01,A1,2,0.131951661900017,,564.164129350027,1.53932107926586,3.81503375386429
HTS_215730_Plate_3_2026-03-03_10-45-35,A02,A2,10,2.01215626834546,,608.253980857533,4.33679467559836,10.8115338770007
HTS_215730_Plate_3_2026-03-03_10-45-35,A03,A3,12,2.81849095412741,,653.995602712149,4.3461258894074,10.6546937606593
HTS_215730_Plate_3_2026-03-03_10-45-35,A04,A4,10,1.5987812908891,,616.743768371346,2.75987690154616,6.79303575182478
HTS_215730_Plate_3_2026-03-03_10-45-35,A05,A5,8,0.966518075673893,,620.111289412286,2.46363922244078,5.41230296214248
HTS_215730_Plate_3_2026-03-03_10-45-35,A06,A6,10,1.48851585285302,,647.924628616299,2.3704207537144,5.40067041153324
HTS_215730_Plate_3_2026-03-03_10-45-35,A07,A7,13,3.20418889774831,,496.708748671055,6.20750770720607,20.1186363502616
HTS_215730_Plate_3_2026-03-03_10-45-35,A08,A8,0,0,,262.476415448447,0,0.302485785512952
HTS_215730_Plate_3_2026-03-03_10-45-35,A09,A9,18,5.58985326185023,,542.358984891202,7.29203558862669,15.5409952227052
HTS_215730_Plate_3_2026-03-03_10-45-35,A10,A10,0,0,,577.5744782157,1.44716977528335,4.31224939652436
HTS_215730_Plate_3_2026-03-03_10-45-35,A11,A11,0,0,,476.66193755747,0.262414097784264,1.01709226437439
HTS_215730_Plate_3_2026-03-03_10-45-35,A12,A12,13,5.35616012666856,,596.227816741827,8.57444585316625,22.8545305658654
HTS_215730_Plate_3_2026-03-03_10-45-35,B01,B1,0,0,,525.29185022234,0.280132662477983,0.483538305663346
HTS_215730_Plate_3_2026-03-03_10-45-35,B02,B2,17,4.12313204639308,,614.669943257267,5.51408771132237,14.3400636195693
HTS_215730_Plate_3_2026-03-03_10-45-35,B03,B3,18,5.5024901303891,,610.184476712095,7.31582207112481,20.0985863445481
HTS_215730_Plate_3_2026-03-03_10-45-35,B04,B4,13,5.33086724481504,,564.155128942367,8.82686584556098,24.6277404031022
HTS_215730_Plate_3_2026-03-03_10-45-35,B05,B5,18,4.0225651217535,,546.676006596729,6.731782807472,21.0340585619031
HTS_215730_Plate_3_2026-03-03_10-45-35,B06,B6,13,2.13441706237005,,575.17519111555,4.22751149053594,11.9540987166507
HTS_215730_Plate_3_2026-03-03_10-45-35,B07,B7,18,4.76761898461723,,471.463087771137,8.13239394583982,26.503320020957
HTS_215730_Plate_3_2026-03-03_10-45-35,B08,B8,0,0,,399.494507484808,0,0
HTS_215730_Plate_3_2026-03-03_10-45-35,B09,B9,18,9.75116704948115,,487.05456092532,13.6129877370951,52.3494854602895
HTS_215730_Plate_3_2026-03-03_10-45-35,B10,B10,0,0,,546.204331603332,0.069699837707968,
HTS_215730_Plate_3_2026-03-03_10-45-35,B11,B11,0,0,,562.927283984902,0.650048575357985,1.68517527380767
HTS_215730_Plate_3_2026-03-03_10-45-35,B12,B12,6,0.94964292021878,,520.381697626962,3.12911185622568,9.99328952866748
HTS_215730_Plate_3_2026-03-03_10-45-35,C01,C1,0,0,,388.571387074596,0.529287861866357,1.73149943687012
HTS_215730_Plate_3_2026-03-03_10-45-35,C02,C2,4,0.423266079260912,,595.893703236047,1.96959272870597,5.71629400345894
