Plate Name,Well Label,Sample Name,Peak Count,Total Conc. (ng/ul),Analysis Error,Region[75-1000] Size [BP],Region[75-1000] Conc. (ng/ul),Region[75-1000] Molarity (nmol/l)
HTS_215478_Plate_1_2026-03-03_08-18-12,Ladder01,Ladder1,,,,,,
HTS_215478_Plate_1_2026-03-03_08-18-12,Ladder02,Ladder2,,,,,,
HTS_215478_Plate_1_2026-03-03_08-18-12,Ladder03,Ladder3,,,,,,
HTS_215478_Plate_1_2026-03-03_08-18-12,Ladder04,Ladder4,,,,,,
HTS_215478_Plate_1_2026-03-03_08-18-12,Ladder05,Ladder5,,,,,,
HTS_215478_Plate_1_2026-03-03_08-18-12,Ladder06,Ladder6,,,,,,
HTS_215478_Plate_1_2026-03-03_08-18-12,Ladder07,Ladder7,,,,,,
HTS_215478_Plate_1_2026-03-03_08-18-12,Ladder08,Ladder8,,,,,,
HTS_215478_Plate_1_2026-03-03_08-18-12,A01,A1,17,3.50451378133253,,440.52159941363,4.74396068017063,8.67368830605492
HTS_215478_Plate_1_2026-03-03_08-18-12,A02,A2,0,0,,520.990091615996,1.4826736428932,4.91784086834755
HTS_215478_Plate_1_2026-03-03_08-18-12,A03,A3,13,3.21729162779094,,580.576910913143,7.31180367835616,20.5668551713188
HTS_215478_Plate_1_2026-03-03_08-18-12,A04,A4,0,0,,362.874064505229,0.073742202823209,0.631175973166186
HTS_215478_Plate_1_2026-03-03_08-18-12,A05,A5,16,3.00305240339461,,565.838174495774,6.45194286257029,19.487798237679
HTS_215478_Plate_1_2026-03-03_08-18-12,A06,A6,0,0,,389.345571315966,0.0181308118278169,0.108033861004014
HTS_215478_Plate_1_2026-03-03_08-18-12,A07,A7,0,0,,483.858821964205,0.50172543338139,0.905486456988279
HTS_215478_Plate_1_2026-03-03_08-18-12,A08,A8,0,0,,468.870888694697,0.402055485661013,0.793956681794679
HTS_215478_Plate_1_2026-03-03_08-18-12,A09,A9,0,0,,224.115696527634,1.48415871230868,14.2265612583001
HTS_215478_Plate_1_2026-03-03_08-18-12,A10,A10,0,0,,358.156968085046,0,0
HTS_215478_Plate_1_2026-03-03_08-18-12,A11,A11,0,0,,491.458873569289,0,0
HTS_215478_Plate_1_2026-03-03_08-18-12,A12,A12,0,0,,465.720770633552,0.0952941274751443,
HTS_215478_Plate_1_2026-03-03_08-18-12,B01,B1,8,0.856575551995191,,489.630027264729,3.40915536529112,16.2396585765205
HTS_215478_Plate_1_2026-03-03_08-18-12,B02,B2,12,2.3732998414137,,522.639957997376,5.83342231576359,17.1040076051589
HTS_215478_Plate_1_2026-03-03_08-18-12,B03,B3,11,2.97860374481953,,617.25606919839,5.92058624178196,15.0864678206109
HTS_215478_Plate_1_2026-03-03_08-18-12,B04,B4,14,2.83157352648941,,570.305852535652,6.23188416216232,17.9854811366912
HTS_215478_Plate_1_2026-03-03_08-18-12,B05,B5,8,1.76409797599478,,599.658477586598,6.61967104757168,18.3429918553449
HTS_215478_Plate_1_2026-03-03_08-18-12,B06,B6,0,0,,393.571536294214,0.113913425014388,0.335351563745598
HTS_215478_Plate_1_2026-03-03_08-18-12,B07,B7,0,0,,602.370402223112,1.31077196069687,4.39399887678573
HTS_215478_Plate_1_2026-03-03_08-18-12,B08,B8,0,0,,603.32263330296,0,0
HTS_215478_Plate_1_2026-03-03_08-18-12,B09,B9,0,0,,314.026303210728,0.157253826602522,0.480863659985372
HTS_215478_Plate_1_2026-03-03_08-18-12,B10,B10,0,0,,397.351372005026,0.4191373092217,2.47079290792445
HTS_215478_Plate_1_2026-03-03_08-18-12,B11,B11,9,3.2572434742933,,551.609487978168,8.70676091819722,24.0068974556249
HTS_215478_Plate_1_2026-03-03_08-18-12,B12,B12,12,4.02909675366176,,611.989825347978,11.9025315045343,32.9129140955961
HTS_215478_Plate_1_2026-03-03_08-18-12,C01,C1,18,8.45768583965054,,492.421862434855,14.9996444681005,43.227155152518
HTS_215478_Plate_1_2026-03-03_08-18-12,C02,C2,1,0.062447896430457,,525.889916658514,1.43230030623775,3.86474360555908
HTS_215478_Plate_1_2026-03-03_08-18-12,C03,C3,7,0.871717167055188,,625.574064454372,2.45614539850822,6.57290220494242
HTS_215478_Plate_1_2026-03-03_08-18-12,C04,C4,19,5.2149990503307,,525.644535640604,8.85050455908519,23.1370989068678
HTS_215478_Plate_1_2026-03-03_08-18-12,C05,C5,15,3.59289889494087,,595.782404436099,7.68438599480718,21.0366457155746
HTS_215478_Plate_1_2026-03-03_08-18-12,C06,C6,0,0,,416.629592326677,0.433406650216856,1.99888781129715
HTS_215478_Plate_1_2026-03-03_08-18-12,C07,C7,0,0,,578.76869703154,0.335814258690568,0.974473377701258
HTS_215478_Plate_1_2026-03-03_08-18-12,C08,C8,0,0,,502.704309738807,0.985826241928365,3.18408654168604
HTS_215478_Plate_1_2026-03-03_08-18-12,C09,C9,10,2.55436374472204,,569.672459453452,5.77292293186706,16.696442838625
HTS_215478_Plate_1_2026-03-03_08-18-12,C10,C10,17,4.31487260887363,,460.639282526269,8.19316797797314,28.9182775982279
HTS_215478_Plate_1_2026-03-03_08-18-12,C11,C11,0,0,,447.542372973503,0.643114264346471,2.81750190543815
HTS_215478_Plate_1_2026-03-03_08-18-12,C12,C12,12,3.61715995004278,,544.359057583147,5.33397446316397,4.51821924044226
HTS_215478_Plate_1_2026-03-03_08-18-12,D01,D1,0,0,,578.438769784456,0.384284746105602,
HTS_215478_Plate_1_2026-03-03_08-18-12,D02,D2,11,1.44582990473111,,548.759605812413,2.78261286434986,3.80465237574855
HTS_215478_Plate_1_2026-03-03_08-18-12,D03,D3,9,1.04953601717665,,630.019284428147,3.32522084045406,8.13150025259894
HTS_215478_Plate_1_2026-03-03_08-18-12,D04,D4,17,4.921617887498,,498.957764026719,10.9342170133342,34.3220802934129
HTS_215478_Plate_1_2026-03-03_08-18-12,D05,D5,12,2.69306104135315,,590.559249441813,8.24382831963135,24.0739954663429
HTS_215478_Plate_1_2026-03-03_08-18-12,D06,D6,0,0,,431.664692541153,0,0
HTS_215478_Plate_1_2026-03-03_08-18-12,D07,D7,8,1.01058008718772,,605.350601063758,2.48498301718233,6.86156223949555
HTS_215478_Plate_1_2026-03-03_08-18-12,D08,D8,0,0,,492.279633231411,0.353842410745078,1.48782171654184
HTS_215478_Plate_1_2026-03-03_08-18-12,D09,D9,1,0.155714381230636,,351.052871482696,0,0
HTS_215478_Plate_1_2026-03-03_08-18-12,D10,D10,20,9.63476007741922,,520.509648522081,11.9410773820385,30.5851007509388
HTS_215478_Plate_1_2026-03-03_08-18-12,D11,D11,0,0,,385.922119866567,0,0
HTS_215478_Plate_1_2026-03-03_08-18-12,D12,D12,0,0,,278.795276161984,1.67294082971397,13.3128634872633
HTS_215478_Plate_1_2026-03-03_08-18-12,E01,E1,12,2.81301528486945,,560.513398848962,6.3258250340044,18.980609161344
HTS_215478_Plate_1_2026-03-03_08-18-12,E02,E2,15,3.47809442861479,,619.102540851106,6.46781297547346,17.6385495284857
HTS_215478_Plate_1_2026-03-03_08-18-12,E03,E3,16,3.56572013628184,,626.901163697305,5.24454119578845,14.0031223014074
HTS_215478_Plate_1_2026-03-03_08-18-12,E04,E4,12,2.74421162050877,,534.349686577418,6.42201982021372,18.922466023833
HTS_215478_Plate_1_2026-03-03_08-18-12,E05,E5,10,2.1739982588542,,599.055214264528,6.47109153286688,17.7518130166733
HTS_215478_Plate_1_2026-03-03_08-18-12,E06,E6,0,0,,414.739683534236,0,0
HTS_215478_Plate_1_2026-03-03_08-18-12,E07,E7,0,0,,500.114584823504,0.45658277804651,1.61940481548113
HTS_215478_Plate_1_2026-03-03_08-18-12,E08,E8,0,0,,526.691052371601,0.389776764366473,1.08220063267635
HTS_215478_Plate_1_2026-03-03_08-18-12,E09,E9,0,0,,233.302041843527,0,0
HTS_215478_Plate_1_2026-03-03_08-18-12,E10,E10,3,0.342738852147861,,368.264165310562,5.50191247765239,31.0315812549075
HTS_215478_Plate_1_2026-03-03_08-18-12,E11,E11,0,0,,622.033971658476,0.610834465381444,1.03875818292592
HTS_215478_Plate_1_2026-03-03_08-18-12,E12,E12,13,2.99871439771246,,529.818526946915,1.73076178483207,
HTS_215478_Plate_1_2026-03-03_08-18-12,F01,F1,0,0,,502.863400297538,1.11110550119937,3.96220701208552
HTS_215478_Plate_1_2026-03-03_08-18-12,F02,F2,6,0.824037310927245,,623.469388356648,3.00620287707033,7.73697244803666
HTS_215478_Plate_1_2026-03-03_08-18-12,F03,F3,13,3.47216797929324,,632.83839566674,6.87167986268332,18.2952253582527
HTS_215478_Plate_1_2026-03-03_08-18-12,F04,F4,17,4.39362610399564,,518.289977385867,10.1292971463114,32.4644730140431
HTS_215478_Plate_1_2026-03-03_08-18-12,F05,F5,0,0,,376.665563023038,0.012067420679775,
HTS_215478_Plate_1_2026-03-03_08-18-12,F06,F6,0,0,,455.94750098675,0.352044322533654,1.2740651766655
HTS_215478_Plate_1_2026-03-03_08-18-12,F07,F7,0,0,,522.848835245559,0.105407724490562,
HTS_215478_Plate_1_2026-03-03_08-18-12,F08,F8,0,0,,364.48780369888,0.0241315175935414,0.15820129707583
HTS_215478_Plate_1_2026-03-03_08-18-12,F09,F9,0,0,,641.488610572658,0.0202890290316334,0.0496068411137463
HTS_215478_Plate_1_2026-03-03_08-18-12,F10,F10,0,0,,414.421517527424,0,0
HTS_215478_Plate_1_2026-03-03_08-18-12,F11,F11,0,0,,667.539770863567,0.519622179131972,0.606038433164491
HTS_215478_Plate_1_2026-03-03_08-18-12,F12,F12,0,0,,365.475309372354,1.76174342150599,12.2041054954864
HTS_215478_Plate_1_2026-03-03_08-18-12,G01,G1,0,0,,536.779768806268,1.24556166140074,3.6671437150103
HTS_215478_Plate_1_2026-03-03_08-18-12,G02,G2,12,2.63858408072976,,614.200996227105,5.00891703194951,13.1639678698649
HTS_215478_Plate_1_2026-03-03_08-18-12,G03,G3,10,1.70128375873869,,620.350196430279,3.42854221953362,8.54812722795664
HTS_215478_Plate_1_2026-03-03_08-18-12,G04,G4,15,5.46230144094026,,479.563953189592,9.63106871308114,23.8482815559211
HTS_215478_Plate_1_2026-03-03_08-18-12,G05,G5,0,0,,372.818800876927,0.131082059883691,0.840788726628115
HTS_215478_Plate_1_2026-03-03_08-18-12,G06,G6,0,0,,461.80716897234,0.27020944518041,0.710197241998617
HTS_215478_Plate_1_2026-03-03_08-18-12,G07,G7,3,0.320194092729599,,716.789920720487,1.12470531010026,1.65136282197508
HTS_215478_Plate_1_2026-03-03_08-18-12,G08,G8,0,0,,401.480941019075,0.250139513630026,0.532189457142707
HTS_215478_Plate_1_2026-03-03_08-18-12,G09,G9,0,0,,284.179103538582,0.0927618942450915,0.907462919043097
HTS_215478_Plate_1_2026-03-03_08-18-12,G10,G10,4,0.860081439460068,,612.272490228078,2.52714168832905,6.71638523798999
HTS_215478_Plate_1_2026-03-03_08-18-12,G11,G11,0,0,,265.21099721852,0,0.281778559770742
HTS_215478_Plate_1_2026-03-03_08-18-12,G12,G12,0,0,,256.233384406336,0,0
HTS_215478_Plate_1_2026-03-03_08-18-12,H01,H1,2,0.132378472395308,,466.287885798979,2.07177180705546,6.77432880048968
HTS_215478_Plate_1_2026-03-03_08-18-12,H02,H2,10,2.59295878664018,,705.063999245915,3.41445240233376,7.21996988998571
HTS_215478_Plate_1_2026-03-03_08-18-12,H03,H3,0,0,,581.067612850516,0.886581115320464,2.82962365154668
HTS_215478_Plate_1_2026-03-03_08-18-12,H04,H4,0,0,,418.411628520707,0.412617899179051,3.45821116796868
HTS_215478_Plate_1_2026-03-03_08-18-12,H05,H5,0,0,,634.293948949182,0,0
HTS_215478_Plate_1_2026-03-03_08-18-12,H06,H6,3,0.251231866457115,,551.107210968825,1.80053715299875,5.29055317041055
HTS_215478_Plate_1_2026-03-03_08-18-12,H07,H7,0,0,,359.403081359117,2.74379918474968,12.7403919184147
HTS_215478_Plate_1_2026-03-03_08-18-12,H08,H8,11,4.33658866715442,,434.940241170607,6.7782299959419,14.2125053434912
HTS_215478_Plate_1_2026-03-03_08-18-12,H09,H9,0,0,,270.852144219623,0.0605768193869537,0.805818456073885
HTS_215478_Plate_1_2026-03-03_08-18-12,H10,H10,0,0,,282.216317685728,0.326370284655458,2.68825947049767
HTS_215478_Plate_1_2026-03-03_08-18-12,H11,H11,0,0,,502.571414527522,0.25135762938828,0.113792066232007
HTS_215478_Plate_1_2026-03-03_08-18-12,H12,H12,0,0,,316.975889360001,0,0
